# Jeddah daily weather, 2023-2024
# Source: Open-Meteo Historical Weather API (ERA5). Licence: CC-BY 4.0
# Units: temp C | humidity % | wind km/h | solar MJ/m2
date,temp_max_c,temp_min_c,humidity_pct,wind_max_kmh,solar_mj_m2
2024-07-03,37.8,29.1,42,35.3,25.42
2024-07-04,36.0,29.0,44,29.5,25.7
2024-07-05,39.4,27.0,37,25.1,26.05
2024-07-06,37.0,26.6,43,23.3,25.9
2024-07-07,36.8,28.1,65,20.1,25.33
2024-07-08,37.4,29.7,56,21.3,24.24
2024-07-09,38.8,29.2,55,25.2,25.33
2024-07-10,38.3,31.1,40,31.9,25.23
2024-07-11,37.1,31.0,50,35.6,24.81
2024-07-12,37.6,33.0,47,38.5,21.45
2024-07-13,36.7,30.5,56,26.0,24.88
2024-07-14,37.5,30.8,48,38.2,25.06
2024-07-15,37.3,30.8,48,28.2,25.16
2024-07-16,37.0,28.7,55,25.6,25.31
2024-07-17,37.5,27.7,51,23.2,24.53
2024-07-18,35.6,27.7,62,25.4,25.0
2024-07-19,35.8,29.0,64,21.3,22.89
2024-07-20,37.3,28.7,58,22.8,24.79
2024-07-21,37.3,28.6,50,24.9,24.3
2024-07-22,38.7,29.5,47,26.6,25.24
2024-07-23,39.1,29.2,53,23.5,24.55
2024-07-24,38.6,29.1,53,22.4,24.7
2024-07-25,37.6,30.9,58,23.4,23.09
2024-07-26,37.7,30.7,63,22.3,23.71
2024-07-27,37.7,30.2,63,17.6,24.18
2024-07-28,37.7,30.9,64,21.7,23.29
2024-07-29,37.0,30.3,67,21.7,22.8
2024-07-30,36.6,30.4,64,19.3,22.95
2024-07-31,38.2,30.6,64,20.4,22.91
2024-08-01,37.0,31.4,66,27.3,20.2
2024-08-02,35.9,31.6,66,25.9,20.61
2024-08-03,35.9,30.5,63,19.2,21.11
2024-08-04,36.7,31.3,65,22.5,23.44
2024-08-05,37.7,31.2,66,26.5,22.64
2024-08-06,36.1,32.1,66,27.5,16.91
2024-08-07,34.9,28.3,71,20.0,17.78
2024-08-08,35.7,30.0,66,22.3,23.06
2024-08-09,36.1,31.8,65,21.3,21.02
2024-08-10,36.3,31.2,67,29.1,23.82
2024-08-11,37.1,31.2,69,29.1,23.25
2024-08-12,36.7,31.5,68,24.6,23.71
2024-08-13,36.4,30.7,70,29.5,23.93
2024-08-14,36.5,30.8,70,23.7,23.62
2024-08-15,36.7,31.4,67,23.1,23.89
2024-08-16,37.3,30.9,65,19.5,23.32
2024-08-17,37.1,31.7,60,21.4,21.34
2024-08-18,36.4,30.3,65,25.3,23.84
2024-08-19,36.4,30.1,61,24.4,23.84
2024-08-20,37.1,31.1,55,41.5,23.25
2024-08-21,36.2,32.3,58,31.1,23.14
2024-08-22,36.7,31.0,64,34.0,23.04
2024-08-23,36.0,31.2,67,27.7,22.94
2024-08-24,35.6,30.8,69,28.2,22.05
2024-08-25,35.4,30.6,66,28.2,19.48
2024-08-26,36.8,30.5,67,23.2,22.94
2024-08-27,35.8,30.5,69,21.2,22.83
2024-08-28,37.1,30.8,66,28.5,22.67
2024-08-29,35.2,30.3,72,19.0,22.42
2024-08-30,35.8,31.0,72,35.8,21.8
2024-08-31,36.2,30.4,70,34.4,22.16
2024-09-01,36.2,30.4,75,35.2,21.56
2024-09-02,35.2,30.5,73,22.4,22.24
2024-09-03,36.4,30.6,72,30.9,20.06
2024-09-04,36.4,30.9,69,32.4,21.96
2024-09-05,36.7,31.3,64,34.5,21.87
2024-09-06,35.3,31.0,62,27.5,21.97
2024-09-07,36.4,29.0,62,35.4,23.08
2024-09-08,35.6,28.8,60,33.2,22.98
2024-09-09,35.8,28.6,57,33.6,22.45
2024-09-10,36.6,29.3,56,36.4,22.86
2024-09-11,36.3,29.2,56,36.2,22.49
2024-09-12,36.2,30.2,61,31.0,22.88
2024-09-13,35.1,28.5,73,33.3,20.8
2024-09-14,35.0,29.0,77,30.6,19.81
2024-09-15,35.9,30.0,74,24.4,22.23
2024-09-16,35.3,28.6,71,31.5,21.91
2024-09-17,34.9,30.5,68,37.2,22.02
2024-09-18,34.7,29.3,73,27.1,21.38
2024-09-19,34.6,28.8,68,23.5,22.13
2024-09-20,34.2,28.2,75,23.3,20.37
2024-09-21,35.0,27.3,78,23.6,22.01
2024-09-22,34.3,27.7,77,20.8,21.9
2024-09-23,35.2,28.2,71,32.2,22.03
2024-09-24,34.1,27.4,71,30.1,22.01
2024-09-25,34.2,26.6,74,32.1,21.87
2024-09-26,38.0,27.7,71,35.3,22.39
2024-09-27,35.4,28.0,79,25.4,21.92
2024-09-28,36.4,26.7,74,21.4,21.78
2024-09-29,37.4,27.9,65,26.0,21.79
2024-09-30,35.0,27.8,66,19.9,21.41
2024-10-01,35.0,27.2,60,28.7,20.33
2024-10-02,34.4,28.7,57,25.1,21.54
2024-10-03,34.5,26.3,64,24.2,21.38
2024-10-04,34.4,27.0,67,26.3,21.36
2024-10-05,34.2,26.3,69,27.6,21.22
2024-10-06,33.7,26.0,63,22.0,21.07
2024-10-07,34.4,25.7,63,22.7,21.03
2024-10-08,33.6,25.9,71,24.0,20.8
2024-10-09,33.5,26.0,75,20.0,20.6
2024-10-10,33.9,27.1,77,19.8,18.84
2024-10-11,33.3,27.1,78,20.8,19.71
2024-10-12,33.9,26.8,76,21.0,19.88
2024-10-13,35.0,27.7,64,22.7,20.41
2024-10-14,36.1,26.6,68,31.7,19.86
2024-10-15,37.1,26.7,64,33.5,20.5
2024-10-16,38.5,26.4,44,22.3,20.51
2024-10-17,37.9,26.5,45,35.3,20.31
2024-10-18,35.1,28.4,53,37.9,20.11
2024-10-19,34.8,26.7,62,31.8,19.93
2024-10-20,34.4,26.4,70,33.7,19.92
2024-10-21,33.2,26.2,78,23.7,19.37
2024-10-22,33.2,26.6,75,20.0,19.21
2024-10-23,33.2,26.7,72,22.3,19.11
2024-10-24,33.2,26.2,68,24.9,18.99
2024-10-25,33.4,26.8,67,20.7,18.84
2024-10-26,32.7,27.9,73,18.9,17.52
2024-10-27,33.3,28.0,71,21.7,17.37
2024-10-28,33.0,27.8,73,21.2,17.8
2024-10-29,32.3,26.9,71,15.2,17.33
2024-10-30,33.0,26.5,63,19.7,16.61
2024-10-31,34.1,23.7,63,32.4,18.09
2024-11-01,32.9,22.3,75,33.9,17.14
2024-11-02,31.6,25.2,78,20.3,17.29
2024-11-03,31.4,26.8,74,23.3,16.69
2024-11-04,32.6,26.9,54,32.7,17.91
2024-11-05,31.9,25.9,56,28.0,17.97
2024-11-06,32.2,25.1,61,22.9,17.85
2024-11-07,32.4,26.2,67,19.2,17.6
2024-11-08,32.6,26.2,66,22.2,17.58
2024-11-09,32.7,26.1,69,20.5,17.6
2024-11-10,33.1,26.2,66,18.0,17.51
2024-11-11,32.4,26.5,68,27.2,16.94
2024-11-12,31.4,25.8,75,21.3,17.43
2024-11-13,32.1,26.2,74,15.9,17.51
2024-11-14,31.0,25.2,79,11.4,17.47
2024-11-15,31.2,25.1,79,11.0,16.88
2024-11-16,32.4,25.8,71,11.9,16.43
2024-11-17,32.8,26.4,66,12.0,16.68
2024-11-18,32.0,24.7,68,14.1,17.37
2024-11-19,31.5,24.5,61,19.1,17.09
2024-11-20,30.2,24.2,63,18.8,16.86
2024-11-21,29.9,23.6,63,14.2,16.79
2024-11-22,30.2,23.9,65,13.0,16.38
2024-11-23,30.4,25.3,71,12.9,16.19
2024-11-24,28.4,22.7,78,15.7,14.44
2024-11-25,26.4,21.8,87,11.5,9.73
2024-11-26,27.9,21.1,83,11.4,12.41
2024-11-27,28.4,22.4,66,21.8,15.88
2024-11-28,29.1,22.3,62,19.5,16.24
2024-11-29,30.0,24.1,62,17.4,16.21
2024-11-30,29.7,23.0,60,15.8,16.25
2024-12-01,29.2,22.8,59,15.7,16.22
2024-12-02,29.6,22.7,58,13.8,16.0
2024-12-03,29.3,23.5,61,14.3,14.46
2024-12-04,29.9,24.7,55,16.6,15.14
2024-12-05,29.4,23.7,58,16.4,15.93
2024-12-06,30.5,23.0,61,14.4,15.94
2024-12-07,30.4,23.2,72,12.6,15.84
2024-12-08,30.5,23.9,76,15.3,15.79
2024-12-09,30.1,23.3,78,14.6,15.73
2024-12-10,31.6,22.0,72,12.4,16.17
2024-12-11,32.1,21.7,67,12.5,16.08
2024-12-12,30.2,22.4,72,10.8,15.81
2024-12-13,31.7,22.5,59,16.0,15.58
2024-12-14,28.9,24.2,59,19.6,15.04
2024-12-15,33.2,24.2,42,20.6,15.26
2024-12-16,31.7,24.4,50,12.6,15.12
2024-12-17,32.1,24.0,46,14.2,15.75
2024-12-18,30.1,22.4,58,9.5,15.31
2024-12-19,29.5,24.4,69,11.4,12.61
2024-12-20,27.8,24.3,70,19.1,10.13
2024-12-21,26.8,20.9,52,17.3,16.15
2024-12-22,29.9,21.7,39,12.3,15.74
2024-12-23,27.8,23.9,55,12.7,13.93
2024-12-24,28.9,22.8,52,17.6,15.5
2024-12-25,28.1,21.6,49,14.3,15.81
2024-12-26,29.0,22.7,53,13.6,14.68
2024-12-27,29.6,23.4,57,12.6,13.24
2024-12-28,28.0,23.3,48,18.1,10.89
2024-12-29,27.9,22.5,48,18.3,15.52
2024-12-30,27.2,21.8,49,20.5,15.18
2024-12-31,25.6,20.0,52,24.0,16.08
